gene_callers_id	contig	start	stop	direction	partial	call_type	source	version
387	semibin163_refined_aligned	396522	397656	r	0	1	prodigal	v4.6
388	semibin163_refined_aligned	397795	398131	r	0	1	prodigal	v4.6
389	semibin163_refined_aligned	398233	398473	f	0	1	prodigal	v4.6
390	semibin163_refined_aligned	398484	399093	f	0	1	prodigal	v4.6
391	semibin163_refined_aligned	399182	400757	r	0	1	prodigal	v4.6
392	semibin163_refined_aligned	401072	401336	r	0	1	prodigal	v4.6
393	semibin163_refined_aligned	401344	401653	r	0	1	prodigal	v4.6
394	semibin163_refined_aligned	401664	404076	r	0	1	prodigal	v4.6
395	semibin163_refined_aligned	404780	406082	r	0	1	prodigal	v4.6
396	semibin163_refined_aligned	406092	409236	r	0	1	prodigal	v4.6
397	semibin163_refined_aligned	409232	410381	r	0	1	prodigal	v4.6
398	semibin163_refined_aligned	410395	410812	r	0	1	prodigal	v4.6
399	semibin163_refined_aligned	410891	411869	f	0	1	prodigal	v4.6
400	semibin163_refined_aligned	412113	413325	f	0	1	prodigal	v4.6
401	semibin163_refined_aligned	413349	414771	f	0	1	prodigal	v4.6
402	semibin163_refined_aligned	415004	415658	f	0	1	prodigal	v4.6
403	semibin163_refined_aligned	415658	416615	r	0	1	prodigal	v4.6
404	semibin163_refined_aligned	416655	417138	r	0	1	prodigal	v4.6
405	semibin163_refined_aligned	417293	418616	f	0	1	prodigal	v4.6
406	semibin163_refined_aligned	418612	420046	f	0	1	prodigal	v4.6
407	semibin163_refined_aligned	420051	420891	f	0	1	prodigal	v4.6
408	semibin163_refined_aligned	421000	422176	f	0	1	prodigal	v4.6
409	semibin163_refined_aligned	422293	422611	f	0	1	prodigal	v4.6
410	semibin163_refined_aligned	422657	423470	f	0	1	prodigal	v4.6
411	semibin163_refined_aligned	423480	424839	r	0	1	prodigal	v4.6
412	semibin163_refined_aligned	425016	425697	f	0	1	prodigal	v4.6
413	semibin163_refined_aligned	425693	426803	f	0	1	prodigal	v4.6
414	semibin163_refined_aligned	426847	429841	f	0	1	prodigal	v4.6
415	semibin163_refined_aligned	429847	431221	f	0	1	prodigal	v4.6
416	semibin163_refined_aligned	431285	431729	f	0	1	prodigal	v4.6
417	semibin163_refined_aligned	432253	433147	f	0	1	prodigal	v4.6
418	semibin163_refined_aligned	433119	433836	r	0	1	prodigal	v4.6
419	semibin163_refined_aligned	433825	435010	r	0	1	prodigal	v4.6
420	semibin163_refined_aligned	435006	435423	r	0	1	prodigal	v4.6
421	semibin163_refined_aligned	435432	436851	r	0	1	prodigal	v4.6
422	semibin163_refined_aligned	436847	439010	r	0	1	prodigal	v4.6
423	semibin163_refined_aligned	439044	440382	r	0	1	prodigal	v4.6
424	semibin163_refined_aligned	441031	443194	r	0	1	prodigal	v4.6
425	semibin163_refined_aligned	443210	444779	r	0	1	prodigal	v4.6
426	semibin163_refined_aligned	444804	446637	r	0	1	prodigal	v4.6
427	semibin163_refined_aligned	446714	452240	r	0	1	prodigal	v4.6
428	semibin163_refined_aligned	452637	453081	f	0	1	prodigal	v4.6
429	semibin163_refined_aligned	454067	454499	r	0	1	prodigal	v4.6
430	semibin163_refined_aligned	454916	455141	r	0	1	prodigal	v4.6
431	semibin163_refined_aligned	455455	455593	r	0	1	prodigal	v4.6
432	semibin163_refined_aligned	455637	458496	r	0	1	prodigal	v4.6
433	semibin163_refined_aligned	458768	458873	r	0	1	prodigal	v4.6
434	semibin163_refined_aligned	458980	459388	r	0	1	prodigal	v4.6
435	semibin163_refined_aligned	459602	459983	f	0	1	prodigal	v4.6
436	semibin163_refined_aligned	460151	461087	r	0	1	prodigal	v4.6
437	semibin163_refined_aligned	461076	462213	r	0	1	prodigal	v4.6
438	semibin163_refined_aligned	462222	464421	r	0	1	prodigal	v4.6
439	semibin163_refined_aligned	464417	465218	r	0	1	prodigal	v4.6
440	semibin163_refined_aligned	465672	466398	r	0	1	prodigal	v4.6
441	semibin163_refined_aligned	466397	469658	r	0	1	prodigal	v4.6
442	semibin163_refined_aligned	469661	469844	r	0	1	prodigal	v4.6
443	semibin163_refined_aligned	469940	471020	r	0	1	prodigal	v4.6
444	semibin163_refined_aligned	471020	472199	r	0	1	prodigal	v4.6
445	semibin163_refined_aligned	472195	472465	r	0	1	prodigal	v4.6
446	semibin163_refined_aligned	472457	473471	r	0	1	prodigal	v4.6
447	semibin163_refined_aligned	473467	474211	r	0	1	prodigal	v4.6
448	semibin163_refined_aligned	474295	475864	r	0	1	prodigal	v4.6
449	semibin163_refined_aligned	475856	476804	r	0	1	prodigal	v4.6
450	semibin163_refined_aligned	476812	477046	r	0	1	prodigal	v4.6
451	semibin163_refined_aligned	477048	478275	r	0	1	prodigal	v4.6
452	semibin163_refined_aligned	478271	478394	r	0	1	prodigal	v4.6
453	semibin163_refined_aligned	478390	478750	r	0	1	prodigal	v4.6
454	semibin163_refined_aligned	478739	479282	r	0	1	prodigal	v4.6
455	semibin163_refined_aligned	479386	480241	r	0	1	prodigal	v4.6
456	semibin163_refined_aligned	480237	480411	r	0	1	prodigal	v4.6
457	semibin163_refined_aligned	480417	481986	r	0	1	prodigal	v4.6
458	semibin163_refined_aligned	481988	482567	r	0	1	prodigal	v4.6
459	semibin163_refined_aligned	483992	484472	r	0	1	prodigal	v4.6
460	semibin163_refined_aligned	484614	485130	f	0	1	prodigal	v4.6
461	semibin163_refined_aligned	485092	485827	f	0	1	prodigal	v4.6
462	semibin163_refined_aligned	485823	487095	r	0	1	prodigal	v4.6
463	semibin163_refined_aligned	487091	488906	r	0	1	prodigal	v4.6
464	semibin163_refined_aligned	488874	489585	r	0	1	prodigal	v4.6
465	semibin163_refined_aligned	489729	490695	r	0	1	prodigal	v4.6
466	semibin163_refined_aligned	490733	494030	f	0	1	prodigal	v4.6
467	semibin163_refined_aligned	494111	494750	f	0	1	prodigal	v4.6
468	semibin163_refined_aligned	494882	495551	f	0	1	prodigal	v4.6
469	semibin163_refined_aligned	495614	496310	f	0	1	prodigal	v4.6
470	semibin163_refined_aligned	496339	497560	f	0	1	prodigal	v4.6
471	semibin163_refined_aligned	497564	499076	r	0	1	prodigal	v4.6
472	semibin163_refined_aligned	499231	499828	f	0	1	prodigal	v4.6
473	semibin163_refined_aligned	499873	500110	f	0	1	prodigal	v4.6
474	semibin163_refined_aligned	500240	500630	f	0	1	prodigal	v4.6
475	semibin163_refined_aligned	500939	501338	f	0	1	prodigal	v4.6
476	semibin163_refined_aligned	501405	503334	f	0	1	prodigal	v4.6
477	semibin163_refined_aligned	503475	503859	f	0	1	prodigal	v4.6
478	semibin163_refined_aligned	503919	504138	r	0	1	prodigal	v4.6
479	semibin163_refined_aligned	504310	505189	r	0	1	prodigal	v4.6
480	semibin163_refined_aligned	505214	505751	r	0	1	prodigal	v4.6
481	semibin163_refined_aligned	505832	506303	r	0	1	prodigal	v4.6
482	semibin163_refined_aligned	506351	507710	r	0	1	prodigal	v4.6
483	semibin163_refined_aligned	507777	508218	r	0	1	prodigal	v4.6
484	semibin163_refined_aligned	508338	509007	r	0	1	prodigal	v4.6
485	semibin163_refined_aligned	509044	510625	r	0	1	prodigal	v4.6
486	semibin163_refined_aligned	511115	512807	f	0	1	prodigal	v4.6
487	semibin163_refined_aligned	512818	514540	f	0	1	prodigal	v4.6
488	semibin163_refined_aligned	514551	515031	f	0	1	prodigal	v4.6
489	semibin163_refined_aligned	515076	516069	f	0	1	prodigal	v4.6
490	semibin163_refined_aligned	516079	517141	f	0	1	prodigal	v4.6
491	semibin163_refined_aligned	517145	518732	f	0	1	prodigal	v4.6
492	semibin163_refined_aligned	518738	520037	f	0	1	prodigal	v4.6
493	semibin163_refined_aligned	520079	520640	f	0	1	prodigal	v4.6
494	semibin163_refined_aligned	520661	522257	f	0	1	prodigal	v4.6
495	semibin163_refined_aligned	522269	522761	r	0	1	prodigal	v4.6
496	semibin163_refined_aligned	522904	523576	f	0	1	prodigal	v4.6
497	semibin163_refined_aligned	523622	523883	r	0	1	prodigal	v4.6
498	semibin163_refined_aligned	524125	524857	f	0	1	prodigal	v4.6
499	semibin163_refined_aligned	524878	525337	f	0	1	prodigal	v4.6
500	semibin163_refined_aligned	525352	526636	f	0	1	prodigal	v4.6
501	semibin163_refined_aligned	526670	527744	r	0	1	prodigal	v4.6
502	semibin163_refined_aligned	527753	529043	r	0	1	prodigal	v4.6
503	semibin163_refined_aligned	529372	530710	f	0	1	prodigal	v4.6
504	semibin163_refined_aligned	530712	531621	f	0	1	prodigal	v4.6
505	semibin163_refined_aligned	531621	532143	r	0	1	prodigal	v4.6
506	semibin163_refined_aligned	532167	533559	r	0	1	prodigal	v4.6
507	semibin163_refined_aligned	533620	534433	r	0	1	prodigal	v4.6
508	semibin163_refined_aligned	534462	534927	r	0	1	prodigal	v4.6
509	semibin163_refined_aligned	534944	536714	r	0	1	prodigal	v4.6
510	semibin163_refined_aligned	536827	537286	r	0	1	prodigal	v4.6
511	semibin163_refined_aligned	537460	538741	f	0	1	prodigal	v4.6
512	semibin163_refined_aligned	538795	539266	f	0	1	prodigal	v4.6
513	semibin163_refined_aligned	539265	540276	f	0	1	prodigal	v4.6
514	semibin163_refined_aligned	540272	540971	f	0	1	prodigal	v4.6
515	semibin163_refined_aligned	540984	544455	r	0	1	prodigal	v4.6
516	semibin163_refined_aligned	544664	545636	r	0	1	prodigal	v4.6
517	semibin163_refined_aligned	545651	546029	r	0	1	prodigal	v4.6
518	semibin163_refined_aligned	546159	547059	f	0	1	prodigal	v4.6
519	semibin163_refined_aligned	547058	547877	f	0	1	prodigal	v4.6
520	semibin163_refined_aligned	547887	548382	f	0	1	prodigal	v4.6
521	semibin163_refined_aligned	548385	550149	f	0	1	prodigal	v4.6
522	semibin163_refined_aligned	550156	551632	f	0	1	prodigal	v4.6
523	semibin163_refined_aligned	551631	552099	f	0	1	prodigal	v4.6
524	semibin163_refined_aligned	552115	553333	f	0	1	prodigal	v4.6
525	semibin163_refined_aligned	553430	553955	f	0	1	prodigal	v4.6
526	semibin163_refined_aligned	554088	555054	f	0	1	prodigal	v4.6
527	semibin163_refined_aligned	555050	556646	f	0	1	prodigal	v4.6
528	semibin163_refined_aligned	556657	557488	r	0	1	prodigal	v4.6
529	semibin163_refined_aligned	557500	558004	r	0	1	prodigal	v4.6
530	semibin163_refined_aligned	558003	559275	r	0	1	prodigal	v4.6
531	semibin163_refined_aligned	559455	560619	f	0	1	prodigal	v4.6
532	semibin163_refined_aligned	561075	561363	f	0	1	prodigal	v4.6
533	semibin163_refined_aligned	561381	561873	f	0	1	prodigal	v4.6
534	semibin163_refined_aligned	562249	562498	f	0	1	prodigal	v4.6
535	semibin163_refined_aligned	562475	562697	f	0	1	prodigal	v4.6
536	semibin163_refined_aligned	563028	564303	f	0	1	prodigal	v4.6
537	semibin163_refined_aligned	565025	566504	f	0	1	prodigal	v4.6
538	semibin163_refined_aligned	566568	566730	r	0	1	prodigal	v4.6
539	semibin163_refined_aligned	566942	567524	f	0	1	prodigal	v4.6
540	semibin163_refined_aligned	567610	567853	r	0	1	prodigal	v4.6
541	semibin163_refined_aligned	568002	570567	r	0	1	prodigal	v4.6
542	semibin163_refined_aligned	570748	571771	r	0	1	prodigal	v4.6
543	semibin163_refined_aligned	571767	573051	r	0	1	prodigal	v4.6
544	semibin163_refined_aligned	573273	574302	f	0	1	prodigal	v4.6
545	semibin163_refined_aligned	574295	575450	r	0	1	prodigal	v4.6
546	semibin163_refined_aligned	575532	576141	r	0	1	prodigal	v4.6
547	semibin163_refined_aligned	576361	578458	r	0	1	prodigal	v4.6
548	semibin163_refined_aligned	578462	579221	r	0	1	prodigal	v4.6
549	semibin163_refined_aligned	579334	580903	r	0	1	prodigal	v4.6
550	semibin163_refined_aligned	580937	581876	r	0	1	prodigal	v4.6
551	semibin163_refined_aligned	582176	584081	r	0	1	prodigal	v4.6
552	semibin163_refined_aligned	584166	585852	r	0	1	prodigal	v4.6
553	semibin163_refined_aligned	587272	587587	f	0	1	prodigal	v4.6
554	semibin163_refined_aligned	587802	588453	r	0	1	prodigal	v4.6
555	semibin163_refined_aligned	588449	589229	r	0	1	prodigal	v4.6
556	semibin163_refined_aligned	589221	591600	r	0	1	prodigal	v4.6
557	semibin163_refined_aligned	591603	592803	r	0	1	prodigal	v4.6
558	semibin163_refined_aligned	592925	593174	r	0	1	prodigal	v4.6
559	semibin163_refined_aligned	593288	593489	f	0	1	prodigal	v4.6
560	semibin163_refined_aligned	593485	594691	f	0	1	prodigal	v4.6
561	semibin163_refined_aligned	594687	595248	r	0	1	prodigal	v4.6
562	semibin163_refined_aligned	595314	596340	r	0	1	prodigal	v4.6
563	semibin163_refined_aligned	596351	597149	r	0	1	prodigal	v4.6
564	semibin163_refined_aligned	597149	597845	r	0	1	prodigal	v4.6
565	semibin163_refined_aligned	597871	598552	r	0	1	prodigal	v4.6
566	semibin163_refined_aligned	598688	600338	r	0	1	prodigal	v4.6
567	semibin163_refined_aligned	600389	600677	r	0	1	prodigal	v4.6
568	semibin163_refined_aligned	600877	601156	f	0	1	prodigal	v4.6
569	semibin163_refined_aligned	601161	604029	r	0	1	prodigal	v4.6
570	semibin163_refined_aligned	604133	604547	r	0	1	prodigal	v4.6
571	semibin163_refined_aligned	604736	605609	f	0	1	prodigal	v4.6
572	semibin163_refined_aligned	605605	608248	r	0	1	prodigal	v4.6
573	semibin163_refined_aligned	608331	609534	f	0	1	prodigal	v4.6
574	semibin163_refined_aligned	609705	610176	r	0	1	prodigal	v4.6
575	semibin163_refined_aligned	610271	610892	f	0	1	prodigal	v4.6
576	semibin163_refined_aligned	610936	613351	r	0	1	prodigal	v4.6
577	semibin163_refined_aligned	613447	613576	f	0	1	prodigal	v4.6
578	semibin163_refined_aligned	613622	614531	f	0	1	prodigal	v4.6
579	semibin163_refined_aligned	614540	616706	r	0	1	prodigal	v4.6
580	semibin163_refined_aligned	616698	617013	r	0	1	prodigal	v4.6
581	semibin163_refined_aligned	617054	617441	r	0	1	prodigal	v4.6
582	semibin163_refined_aligned	617614	618475	f	0	1	prodigal	v4.6
583	semibin163_refined_aligned	618599	619091	f	0	1	prodigal	v4.6
584	semibin163_refined_aligned	619117	619618	f	0	1	prodigal	v4.6
585	semibin163_refined_aligned	619688	620141	r	0	1	prodigal	v4.6
586	semibin163_refined_aligned	620592	622029	r	0	1	prodigal	v4.6
587	semibin163_refined_aligned	622021	625195	r	0	1	prodigal	v4.6
588	semibin163_refined_aligned	625200	626373	r	0	1	prodigal	v4.6
589	semibin163_refined_aligned	626794	627571	f	0	1	prodigal	v4.6
590	semibin163_refined_aligned	627580	628408	r	0	1	prodigal	v4.6
591	semibin163_refined_aligned	628597	631219	f	0	1	prodigal	v4.6
592	semibin163_refined_aligned	631729	631936	r	0	1	prodigal	v4.6
593	semibin163_refined_aligned	632346	633420	r	0	1	prodigal	v4.6
594	semibin163_refined_aligned	633668	634235	r	0	1	prodigal	v4.6
595	semibin163_refined_aligned	634429	635023	r	0	1	prodigal	v4.6
596	semibin163_refined_aligned	635416	636010	r	0	1	prodigal	v4.6
597	semibin163_refined_aligned	636196	636418	r	0	1	prodigal	v4.6
598	semibin163_refined_aligned	636518	637151	f	0	1	prodigal	v4.6
599	semibin163_refined_aligned	637216	639955	f	0	1	prodigal	v4.6
600	semibin163_refined_aligned	639971	640259	r	0	1	prodigal	v4.6
601	semibin163_refined_aligned	640673	640949	r	0	1	prodigal	v4.6
602	semibin163_refined_aligned	640941	641295	r	0	1	prodigal	v4.6
603	semibin163_refined_aligned	641732	642833	r	0	1	prodigal	v4.6
604	semibin163_refined_aligned	643065	644295	r	0	1	prodigal	v4.6
605	semibin163_refined_aligned	644294	645053	r	0	1	prodigal	v4.6
606	semibin163_refined_aligned	645138	645621	r	0	1	prodigal	v4.6
607	semibin163_refined_aligned	645794	646298	f	0	1	prodigal	v4.6
608	semibin163_refined_aligned	646493	648920	r	0	1	prodigal	v4.6
609	semibin163_refined_aligned	649131	650136	r	0	1	prodigal	v4.6
610	semibin163_refined_aligned	650222	651917	r	0	1	prodigal	v4.6
611	semibin163_refined_aligned	652015	652750	r	0	1	prodigal	v4.6
612	semibin163_refined_aligned	652830	653937	r	0	1	prodigal	v4.6
613	semibin163_refined_aligned	654078	654753	r	0	1	prodigal	v4.6
614	semibin163_refined_aligned	654891	655878	r	0	1	prodigal	v4.6
615	semibin163_refined_aligned	655877	656249	r	0	1	prodigal	v4.6
616	semibin163_refined_aligned	656574	657018	r	0	1	prodigal	v4.6
617	semibin163_refined_aligned	657641	659384	r	0	1	prodigal	v4.6
618	semibin163_refined_aligned	659380	661159	r	0	1	prodigal	v4.6
619	semibin163_refined_aligned	661155	661776	r	0	1	prodigal	v4.6
620	semibin163_refined_aligned	661762	662635	r	0	1	prodigal	v4.6
621	semibin163_refined_aligned	662911	663214	r	0	1	prodigal	v4.6
622	semibin163_refined_aligned	663294	665535	r	0	1	prodigal	v4.6
623	semibin163_refined_aligned	665634	667077	r	0	1	prodigal	v4.6
624	semibin163_refined_aligned	667387	667897	r	0	1	prodigal	v4.6
625	semibin163_refined_aligned	668077	668326	r	0	1	prodigal	v4.6
626	semibin163_refined_aligned	668338	669523	r	0	1	prodigal	v4.6
627	semibin163_refined_aligned	669522	669798	r	0	1	prodigal	v4.6
628	semibin163_refined_aligned	669913	670075	f	0	1	prodigal	v4.6
629	semibin163_refined_aligned	670078	671092	f	0	1	prodigal	v4.6
630	semibin163_refined_aligned	671121	672486	r	0	1	prodigal	v4.6
631	semibin163_refined_aligned	672482	674522	r	0	1	prodigal	v4.6
632	semibin163_refined_aligned	674630	675200	r	0	1	prodigal	v4.6
633	semibin163_refined_aligned	675346	675976	f	0	1	prodigal	v4.6
634	semibin163_refined_aligned	676110	676986	f	0	1	prodigal	v4.6
635	semibin163_refined_aligned	677192	678680	f	0	1	prodigal	v4.6
636	semibin163_refined_aligned	678691	679546	f	0	1	prodigal	v4.6
637	semibin163_refined_aligned	679554	679731	r	0	1	prodigal	v4.6
638	semibin163_refined_aligned	680102	680936	r	0	1	prodigal	v4.6
639	semibin163_refined_aligned	680932	681715	r	0	1	prodigal	v4.6
640	semibin163_refined_aligned	681785	682292	r	0	1	prodigal	v4.6
641	semibin163_refined_aligned	682596	683250	f	0	1	prodigal	v4.6
642	semibin163_refined_aligned	683295	684156	f	0	1	prodigal	v4.6
643	semibin163_refined_aligned	684380	685697	r	0	1	prodigal	v4.6
644	semibin163_refined_aligned	685747	686017	r	0	1	prodigal	v4.6
645	semibin163_refined_aligned	686034	687510	r	0	1	prodigal	v4.6
646	semibin163_refined_aligned	687568	692173	r	0	1	prodigal	v4.6
647	semibin163_refined_aligned	692280	693024	r	0	1	prodigal	v4.6
648	semibin163_refined_aligned	693329	694589	f	0	1	prodigal	v4.6
649	semibin163_refined_aligned	694613	695615	f	0	1	prodigal	v4.6
650	semibin163_refined_aligned	695611	696070	r	0	1	prodigal	v4.6
651	semibin163_refined_aligned	696162	697335	f	0	1	prodigal	v4.6
652	semibin163_refined_aligned	697661	699605	f	0	1	prodigal	v4.6
653	semibin163_refined_aligned	699648	700800	r	0	1	prodigal	v4.6
654	semibin163_refined_aligned	700871	702299	r	0	1	prodigal	v4.6
655	semibin163_refined_aligned	702431	702956	f	0	1	prodigal	v4.6
656	semibin163_refined_aligned	702942	703437	f	0	1	prodigal	v4.6
657	semibin163_refined_aligned	703602	704889	f	0	1	prodigal	v4.6
658	semibin163_refined_aligned	704885	705068	f	0	1	prodigal	v4.6
659	semibin163_refined_aligned	705094	706288	f	0	1	prodigal	v4.6
660	semibin163_refined_aligned	706313	706502	f	0	1	prodigal	v4.6
661	semibin163_refined_aligned	706505	707309	r	0	1	prodigal	v4.6
662	semibin163_refined_aligned	707312	707864	r	0	1	prodigal	v4.6
663	semibin163_refined_aligned	707865	708399	r	0	1	prodigal	v4.6
664	semibin163_refined_aligned	708414	709164	r	0	1	prodigal	v4.6
665	semibin163_refined_aligned	709275	709383	f	0	1	prodigal	v4.6
666	semibin163_refined_aligned	709357	711256	f	0	1	prodigal	v4.6
667	semibin163_refined_aligned	711280	711757	f	0	1	prodigal	v4.6
668	semibin163_refined_aligned	711873	714549	f	0	1	prodigal	v4.6
669	semibin163_refined_aligned	714545	714923	f	0	1	prodigal	v4.6
670	semibin163_refined_aligned	714948	715821	r	0	1	prodigal	v4.6
671	semibin163_refined_aligned	715849	716647	r	0	1	prodigal	v4.6
672	semibin163_refined_aligned	716637	717702	r	0	1	prodigal	v4.6
673	semibin163_refined_aligned	717985	718240	f	0	1	prodigal	v4.6
674	semibin163_refined_aligned	718466	718931	r	0	1	prodigal	v4.6
675	semibin163_refined_aligned	719183	719576	r	0	1	prodigal	v4.6
676	semibin163_refined_aligned	719705	720371	f	0	1	prodigal	v4.6
677	semibin163_refined_aligned	720394	721108	f	0	1	prodigal	v4.6
678	semibin163_refined_aligned	721104	722844	f	0	1	prodigal	v4.6
679	semibin163_refined_aligned	722846	723746	f	0	1	prodigal	v4.6
680	semibin163_refined_aligned	723748	724393	f	0	1	prodigal	v4.6
681	semibin163_refined_aligned	724389	725421	f	0	1	prodigal	v4.6
682	semibin163_refined_aligned	727386	728001	f	0	1	prodigal	v4.6
683	semibin163_refined_aligned	728168	728420	f	0	1	prodigal	v4.6
684	semibin163_refined_aligned	728439	729420	r	0	1	prodigal	v4.6
685	semibin163_refined_aligned	729434	730412	r	0	1	prodigal	v4.6
686	semibin163_refined_aligned	730586	730781	f	0	1	prodigal	v4.6
687	semibin163_refined_aligned	731033	732212	f	0	1	prodigal	v4.6
688	semibin163_refined_aligned	732208	733828	f	0	1	prodigal	v4.6
689	semibin163_refined_aligned	733873	734566	r	0	1	prodigal	v4.6
690	semibin163_refined_aligned	734565	734850	r	0	1	prodigal	v4.6
691	semibin163_refined_aligned	735201	735510	r	0	1	prodigal	v4.6
692	semibin163_refined_aligned	735544	736819	r	0	1	prodigal	v4.6
693	semibin163_refined_aligned	736831	738202	r	0	1	prodigal	v4.6
694	semibin163_refined_aligned	738198	739560	r	0	1	prodigal	v4.6
695	semibin163_refined_aligned	739587	740970	r	0	1	prodigal	v4.6
696	semibin163_refined_aligned	740988	742671	r	0	1	prodigal	v4.6
697	semibin163_refined_aligned	742654	743032	r	0	1	prodigal	v4.6
698	semibin163_refined_aligned	743031	743388	r	0	1	prodigal	v4.6
699	semibin163_refined_aligned	743410	744235	r	0	1	prodigal	v4.6
700	semibin163_refined_aligned	744566	745376	f	0	1	prodigal	v4.6
701	semibin163_refined_aligned	745385	746432	r	0	1	prodigal	v4.6
702	semibin163_refined_aligned	746448	747552	r	0	1	prodigal	v4.6
703	semibin163_refined_aligned	747553	747781	r	0	1	prodigal	v4.6
704	semibin163_refined_aligned	747753	750105	r	0	1	prodigal	v4.6
705	semibin163_refined_aligned	750068	750920	r	0	1	prodigal	v4.6
706	semibin163_refined_aligned	750982	751324	r	0	1	prodigal	v4.6
707	semibin163_refined_aligned	751470	752397	f	0	1	prodigal	v4.6
708	semibin163_refined_aligned	752393	753299	f	0	1	prodigal	v4.6
709	semibin163_refined_aligned	753310	755239	r	0	1	prodigal	v4.6
710	semibin163_refined_aligned	755341	755842	r	0	1	prodigal	v4.6
711	semibin163_refined_aligned	756191	757253	f	0	1	prodigal	v4.6
712	semibin163_refined_aligned	757464	757722	f	0	1	prodigal	v4.6
713	semibin163_refined_aligned	757774	759541	f	0	1	prodigal	v4.6
714	semibin163_refined_aligned	759607	761440	f	0	1	prodigal	v4.6
715	semibin163_refined_aligned	761716	763120	f	0	1	prodigal	v4.6
716	semibin163_refined_aligned	763120	763993	f	0	1	prodigal	v4.6
717	semibin163_refined_aligned	764013	764496	f	0	1	prodigal	v4.6
718	semibin163_refined_aligned	764510	765299	f	0	1	prodigal	v4.6
719	semibin163_refined_aligned	765341	766037	f	0	1	prodigal	v4.6
720	semibin163_refined_aligned	766080	766575	f	0	1	prodigal	v4.6
721	semibin163_refined_aligned	766582	767275	f	0	1	prodigal	v4.6
722	semibin163_refined_aligned	767158	767398	r	0	1	prodigal	v4.6
723	semibin163_refined_aligned	767408	768623	f	0	1	prodigal	v4.6
724	semibin163_refined_aligned	768652	769474	f	0	1	prodigal	v4.6
725	semibin163_refined_aligned	769577	770036	r	0	1	prodigal	v4.6
726	semibin163_refined_aligned	770449	770965	f	0	1	prodigal	v4.6
727	semibin163_refined_aligned	770994	771816	f	0	1	prodigal	v4.6
728	semibin163_refined_aligned	772219	772693	r	0	1	prodigal	v4.6
729	semibin163_refined_aligned	772845	774174	f	0	1	prodigal	v4.6
730	semibin163_refined_aligned	774173	775196	f	0	1	prodigal	v4.6
731	semibin163_refined_aligned	775245	776979	f	0	1	prodigal	v4.6
732	semibin163_refined_aligned	776975	778706	f	0	1	prodigal	v4.6
733	semibin163_refined_aligned	778891	779452	r	0	1	prodigal	v4.6
734	semibin163_refined_aligned	779468	780332	r	0	1	prodigal	v4.6
735	semibin163_refined_aligned	780422	782117	f	0	1	prodigal	v4.6
736	semibin163_refined_aligned	782113	782731	f	0	1	prodigal	v4.6
737	semibin163_refined_aligned	782714	784259	f	0	1	prodigal	v4.6
738	semibin163_refined_aligned	784271	785204	f	0	1	prodigal	v4.6
739	semibin163_refined_aligned	785190	786078	f	0	1	prodigal	v4.6
740	semibin163_refined_aligned	786093	787803	r	0	1	prodigal	v4.6
741	semibin163_refined_aligned	787949	788951	f	0	1	prodigal	v4.6
742	semibin163_refined_aligned	788947	790867	r	0	1	prodigal	v4.6
743	semibin163_refined_aligned	790941	791880	f	0	1	prodigal	v4.6
744	semibin163_refined_aligned	791969	793547	r	0	1	prodigal	v4.6
745	semibin163_refined_aligned	793618	794221	f	0	1	prodigal	v4.6
746	semibin163_refined_aligned	794217	794892	f	0	1	prodigal	v4.6
747	semibin163_refined_aligned	794963	795932	r	0	1	prodigal	v4.6
748	semibin163_refined_aligned	796007	796859	f	0	1	prodigal	v4.6
749	semibin163_refined_aligned	797072	797558	f	0	1	prodigal	v4.6
750	semibin163_refined_aligned	797875	799123	r	0	1	prodigal	v4.6
751	semibin163_refined_aligned	799198	800050	f	0	1	prodigal	v4.6
752	semibin163_refined_aligned	800046	800919	r	0	1	prodigal	v4.6
753	semibin163_refined_aligned	801127	802012	r	0	1	prodigal	v4.6
754	semibin163_refined_aligned	802121	804869	f	0	1	prodigal	v4.6
755	semibin163_refined_aligned	804974	807818	f	0	1	prodigal	v4.6
756	semibin163_refined_aligned	807803	808454	r	0	1	prodigal	v4.6
757	semibin163_refined_aligned	808462	809239	r	0	1	prodigal	v4.6
758	semibin163_refined_aligned	809251	812365	r	0	1	prodigal	v4.6
759	semibin163_refined_aligned	812644	812872	f	0	1	prodigal	v4.6
760	semibin163_refined_aligned	812882	813089	f	0	1	prodigal	v4.6
761	semibin163_refined_aligned	813143	813380	f	0	1	prodigal	v4.6
762	semibin163_refined_aligned	813461	813716	f	0	1	prodigal	v4.6
763	semibin163_refined_aligned	813752	814661	f	0	1	prodigal	v4.6
764	semibin163_refined_aligned	814663	815710	r	0	1	prodigal	v4.6
765	semibin163_refined_aligned	815791	818548	r	0	1	prodigal	v4.6
766	semibin163_refined_aligned	818699	819950	r	0	1	prodigal	v4.6
767	semibin163_refined_aligned	819952	820891	r	0	1	prodigal	v4.6
768	semibin163_refined_aligned	820896	821595	r	0	1	prodigal	v4.6
769	semibin163_refined_aligned	821634	822825	r	0	1	prodigal	v4.6
770	semibin163_refined_aligned	823035	823236	r	0	1	prodigal	v4.6
771	semibin163_refined_aligned	823946	826409	r	0	1	prodigal	v4.6
772	semibin163_refined_aligned	826427	826679	r	0	1	prodigal	v4.6
773	semibin163_refined_aligned	826675	826972	r	0	1	prodigal	v4.6
774	semibin163_refined_aligned	827003	827963	r	0	1	prodigal	v4.6
